,HMP ID,Organism Name,Domain,NCBI Superkingdom,HMP Isolation Body Site,Project Status,NCBI Submission Status,NCBI Project ID,Gene Count,IMG/HMP ID,Funding Source,Name Category,Name Details
454,916,Bifidobacterium dentium JCM 1195,BACTERIAL,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Bifidobacterium,dentium JCM 1195
455,917,Bifidobacterium longum subsp. infantis,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32051,0,649633017,IHMC-JST,Bifidobacterium,longum subsp. infantis
456,918,Bifidobacterium longum subsp. longum JCM 1217,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32047,0,649633019,IHMC-JST,Bifidobacterium,longum subsp. longum JCM 1217
457,919,Bifidobacterium longum subsp. infantis JCM 1222,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32049,0,651053007,IHMC-JST,Bifidobacterium,longum subsp. infantis JCM 1222
458,920,Bifidobacterium scardovii JCM 12489,BACTERIAL,Bacteria,blood,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Bifidobacterium,scardovii JCM 12489
459,921,Bifidobacterium sp. HM5,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Bifidobacterium,sp. HM5
460,922,Bifidobacterium sp. JCM 15439,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Bifidobacterium,sp. JCM 15439
461,923,Butyrivibrio fibrisolvens 16/4,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39147,0,650377919,IHMC-MetaHIT,Butyrivibrio,fibrisolvens 16/4
462,924,butyrate-producing bacterium SM4/1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45955,0,2524023221,IHMC-MetaHIT,butyrate-producing,bacterium SM4/1
463,925,butyrate-producing bacterium SS3/4,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39155,0,650377989,IHMC-MetaHIT,butyrate-producing,bacterium SS3/4
464,926,butyrate-producing bacterium SS3/4,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45957,0,650377990,IHMC-MetaHIT,butyrate-producing,bacterium SS3/4
465,927,Clostridium innocuum JCM 1292,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Clostridium,innocuum JCM 1292
466,928,Clostridium paraputrificum JCM 1293,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Clostridium,paraputrificum JCM 1293
467,929,Clostridium ramosum DSM 1402,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Clostridium,ramosum DSM 1402
468,931,Clostridium cf. saccharolyticum K10,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45855,0,650377923,IHMC-MetaHIT,Clostridium,cf. saccharolyticum K10
469,932,Coprococcus catus GD/7,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45861,0,650377925,IHMC-MetaHIT,Coprococcus,catus GD/7
470,933,Coprococcus comes SL7/1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,2. project has NCBI project id,45907,0,0,IHMC-MetaHIT,Coprococcus,comes SL7/1
471,934,Coprococcus sp. ART55/1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45915,0,650377926,IHMC-MetaHIT,Coprococcus,sp. ART55/1
472,935,Corynebacterium macginleyi TBS-13,BACTERIAL,Bacteria,eye,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Corynebacterium,macginleyi TBS-13
473,936,Enterococcus sp. 7L76,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39181,0,650377930,IHMC-MetaHIT,Enterococcus,sp. 7L76
474,937,Escherichia coli SE11,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18057,5002,643348551,IHMC-JST,Escherichia,coli SE11
475,938,Escherichia coli SE15,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,19053,0,646862327,IHMC-JST,Escherichia,coli SE15
476,939,Eubacterium cylindroides T2-87,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45917,0,650377935,IHMC-MetaHIT,Eubacterium,cylindroides T2-87
477,940,Eubacterium hallii SM6/1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-MetaHIT,Eubacterium,hallii SM6/1
478,941,Eubacterium rectale DSM 17629,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39159,0,650377936,IHMC-MetaHIT,Eubacterium,rectale DSM 17629
479,942,Eubacterium rectale,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39161,0,650377937,IHMC-MetaHIT,Eubacterium,rectale
480,943,Eubacterium siraeum,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39157,0,650377938,IHMC-MetaHIT,Eubacterium,siraeum
481,944,Faecalibacterium prausnitzii L2-6,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45961,0,650377941,IHMC-MetaHIT,Faecalibacterium,prausnitzii L2-6
482,945,Faecalibacterium prausnitzii,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39151,0,650377940,IHMC-MetaHIT,Faecalibacterium,prausnitzii
483,947,Gardnerella vaginalis JCM 11026,BACTERIAL,Bacteria,urogenital_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Gardnerella,vaginalis JCM 11026
484,948,Lactobacillus reuteri JCM 1112,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,19011,0,642555135,IHMC-JST,Lactobacillus,reuteri JCM 1112
485,949,Megamonas hypermegale,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39163,0,650377958,IHMC-MetaHIT,Megamonas,hypermegale
486,952,Parascardovia denticolens JCM 12538,BACTERIAL,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Parascardovia,denticolens JCM 12538
487,953,Raoultella ornithinolytica AA097,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Raoultella,ornithinolytica AA097
488,954,Roseburia faecis 11SE37,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-MetaHIT,Roseburia,faecis 11SE37
489,955,Roseburia faecis CC123,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-MetaHIT,Roseburia,faecis CC123
490,956,Roseburia intestinalis,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39165,0,650377964,IHMC-MetaHIT,Roseburia,intestinalis
491,957,Roseburia intestinalis XB6B4,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45953,0,650377965,IHMC-MetaHIT,Roseburia,intestinalis XB6B4
492,958,Eubacterium siraeum V10Sc8a,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45919,0,650377939,IHMC-MetaHIT,Eubacterium,siraeum V10Sc8a
493,959,Ruminococcus bromii,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39153,0,650377966,IHMC-MetaHIT,Ruminococcus,bromii
494,960,"Ruminococcus bromii L7660, ATCC 27255",BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-MetaHIT,Ruminococcus,"bromii L7660, ATCC 27255"
495,961,Ruminococcus gnavus,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Ruminococcus,gnavus
496,962,Ruminococcus obeum,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39167,0,650377967,IHMC-MetaHIT,Ruminococcus,obeum
497,963,Ruminococcus sp. 18P13,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39179,0,650377969,IHMC-MetaHIT,Ruminococcus,sp. 18P13
498,964,Ruminococcus sp.,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39149,0,650377968,IHMC-MetaHIT,Ruminococcus,sp.
499,965,Ruminococcus torques,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39169,0,650377970,IHMC-MetaHIT,Ruminococcus,torques
500,966,Scardovia inopinata JCM 12537,BACTERIAL,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Scardovia,inopinata JCM 12537
501,967,Alistipes shahii WAL 8301,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45913,0,650377904,IHMC-MetaHIT,Alistipes,shahii WAL 8301
502,968,Gordonibacter pamelaeae 7-10-1-b,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39175,0,650377943,IHMC-MetaHIT,Gordonibacter,pamelaeae 7-10-1-b
503,970,Actinomyces odontolyticus F0309,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,38309,2372,647000206,NIH-NHGRI,Actinomyces,odontolyticus F0309
504,971,Prevotella oris F0302,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,38329,3316,645951806,NIH-NHGRI,Prevotella,oris F0302
505,972,Actinomyces sp. oral taxon 848 str. F0332,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,38311,2592,645951824,NIH-NHGRI,Actinomyces,sp. oral taxon 848 str. F0332
506,973,Prevotella veroralis F0319,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,38331,3048,645951836,NIH-NHGRI,Prevotella,veroralis F0319
507,974,Lactobacillus jensenii 115-3-CHN,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,38645,1523,647533179,NIH-HMP Jumpstart Supplement,Lactobacillus,jensenii 115-3-CHN
508,975,Actinomyces sp. oral taxon 849 str. F0330,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,39355,3019,2513237386,NIH-HMP Sequencing Center,Actinomyces,sp. oral taxon 849 str. F0330
509,976,Clostridium innocuum 6_1_30,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,39359,0,0,NIH-NHGRI,Clostridium,innocuum 6_1_30
510,977,Clostridium sp. 1_1_41A1FAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39361,2952,0,NIH-HMP Sequencing Center,Clostridium,sp. 1_1_41A1FAA
511,979,Coprobacillus sp. 8_1_38FAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39363,2349,0,NIH-HMP Sequencing Center,Coprobacillus,sp. 8_1_38FAA
512,982,Erysipelotrichaceae bacterium 21_3,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39369,4324,2513237332,NIH-HMP Sequencing Center,Erysipelotrichaceae,bacterium 21_3
513,985,Lachnospiraceae bacterium 4_1_37FAA,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,39393,0,0,NIH-NHGRI,Lachnospiraceae,bacterium 4_1_37FAA
514,991,Lachnospiraceae bacterium 2_1_58FAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39381,3534,651324049,NIH-HMP Sequencing Center,Lachnospiraceae,bacterium 2_1_58FAA
515,995,Lachnospiraceae bacterium 7_1_58FAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39397,5907,2513237329,NIH-HMP Sequencing Center,Lachnospiraceae,bacterium 7_1_58FAA
516,999,Parabacteroides sp. D25,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39405,4382,0,NIH-HMP Sequencing Center,Parabacteroides,sp. D25
517,1000,Parabacteroides sp. D26,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39407,4358,0,NIH-HMP Sequencing Center,Parabacteroides,sp. D26
518,1001,Phascolarctobacterium sp. 3_1syn4,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,39409,0,0,NIH-NHGRI,Phascolarctobacterium,sp. 3_1syn4
519,1002,Porphyromonas sp. 31_2,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39411,4498,0,NIH-NHGRI,Porphyromonas,sp. 31_2
520,1003,Propionibacterium sp. 5_U_42AFAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39413,2376,2513237388,NIH-HMP Sequencing Center,Propionibacterium,sp. 5_U_42AFAA
521,1006,Synergistes sp. 3_1_syn1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,39419,2960,2513237299,NIH-NHGRI,Synergistes,sp. 3_1_syn1
522,1008,Olsenella sp. oral taxon 809 str. F0356,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,39743,1898,2513237359,NIH-HMP Sequencing Center,Olsenella,sp. oral taxon 809 str. F0356
523,1016,Bacteroides eggerthii 1_2_48FAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,40009,3924,649989912,NIH-HMP Sequencing Center,Bacteroides,eggerthii 1_2_48FAA
524,1021,Coprobacillus sp. 3_3_56FAA,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,40019,3955,2513237376,NIH-HMP Sequencing Center,Coprobacillus,sp. 3_3_56FAA
525,1030,Pseudomonas sp. 2_1_26,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,40037,6049,2513237259,NIH-HMP Sequencing Center,Pseudomonas,sp. 2_1_26
526,1033,Tannerella sp. 6_1_58FAA_CT1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,40043,3210,2513237267,NIH-HMP Sequencing Center,Tannerella,sp. 6_1_58FAA_CT1
527,1034,Propionibacterium acnes SK187,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,41555,2382,647000298,NIH-HMP Sequencing Center,Propionibacterium,acnes SK187
528,1035,Veillonella parvula ATCC 17745,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,41557,1929,647000331,NIH-HMP Jumpstart Supplement,Veillonella,parvula ATCC 17745
529,1038,Streptococcus pneumoniae gamPNI0373,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,42247,0,0,NIH-HMP Jumpstart Supplement,Streptococcus,pneumoniae gamPNI0373
530,1039,Megasphaera sp. UPII 199-6,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,64689,1558,651324070,NIH-HMP,Megasphaera,sp. UPII 199-6
531,1040,Megasphaera sp. UPII 135-E,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64691,1513,2512047062,NIH-HMP,Megasphaera,sp. UPII 135-E
532,1041,Actinomyces phage vB_Ana_GK1,VIRUS,Viruses,unknown,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP,Actinomyces,phage vB_Ana_GK1
533,1042,"Streptococcus constellatus pharyngis SK1060, CCUG 46377",BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,67177,2449,2512047071,NIH-HMP,Streptococcus,"constellatus pharyngis SK1060, CCUG 46377"
534,1043,Streptococcus anginosus CCUG 39159,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,75125,2327,0,NIH-HMP,Streptococcus,anginosus CCUG 39159
535,1044,"Streptococcus constellatus constellatus SK53, ATCC 27823",BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,75127,1825,0,NIH-HMP,Streptococcus,"constellatus constellatus SK53, ATCC 27823"
536,1045,Streptococcus mitis SK616,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,75129,1910,0,NIH-HMP,Streptococcus,mitis SK616
537,1046,Streptococcus pseudopneumoniae ATCC BAA-960,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,75131,2113,0,NIH-HMP,Streptococcus,pseudopneumoniae ATCC BAA-960
538,1047,Streptococcus oralis SK1074,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,75133,1763,0,NIH-HMP,Streptococcus,oralis SK1074
539,1048,Streptococcus mitis SK575,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,75135,1937,0,NIH-HMP,Streptococcus,mitis SK575
540,1049,Fusobacterium necrophorum subsp. funduliforme ATCC 51357,BACTERIAL,Bacteria,liver,Complete,6. annotation (and sequence) public on NCBI site,75137,2060,0,NIH-HMP,Fusobacterium,necrophorum subsp. funduliforme ATCC 51357
541,1050,Haemophilus parahaemolyticus HK385,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,75139,1980,0,NIH-HMP,Haemophilus,parahaemolyticus HK385
542,1051,"Neisseria sicca VK64, NCTC 4591",BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,75141,3167,0,NIH-HMP,Neisseria,"sicca VK64, NCTC 4591"
543,1052,Pasteurella bettyae CCUG 2042,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,75143,2178,0,NIH-HMP,Pasteurella,bettyae CCUG 2042
544,1053,Haemophilus haemolyticus HK386,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,75145,1731,0,NIH-HMP,Haemophilus,haemolyticus HK386
545,1054,Haemophilus paraphrohaemolyticus HK411,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,75147,2025,0,NIH-HMP,Haemophilus,paraphrohaemolyticus HK411
546,1055,Bacteroides fragilis CL07T00C01,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64819,4590,0,NIH-HMP Sequencing Center,Bacteroides,fragilis CL07T00C01
547,1056,Bacteroides fragilis CL07T12C05,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64821,4605,0,NIH-HMP Sequencing Center,Bacteroides,fragilis CL07T12C05
548,1057,Bacteroides thetaiotaomicron CL09T03C10,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64831,4201,0,NIH-HMP Sequencing Center,Bacteroides,thetaiotaomicron CL09T03C10
549,1058,Bacteroides vulgatus CL09T03C04,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64837,4041,0,NIH-HMP Sequencing Center,Bacteroides,vulgatus CL09T03C04
550,1059,Parabacteroides distasonis CL09T03C24,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64885,4495,0,NIH-HMP Sequencing Center,Parabacteroides,distasonis CL09T03C24
551,1060,Parabacteroides merdae CL03T12C32,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,64891,4134,0,NIH-HMP Sequencing Center,Parabacteroides,merdae CL03T12C32
